participant_id,session_id,response_type,response_text,word_count,character_count,mentions_data_circle,mentions_party_view,mentions_tooltips_explanation,mentions_simulator_or_server,mentions_confusion,mentions_exploration,mentions_external_resources,include_quote,code_primary,code_secondary,theme,researcher_note
participant-mq6h4za4-3dd8ed,participant-mq6h4za4-3dd8ed,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq6wl4tc-aa847e,participant-mq6wl4tc-aa847e,supported_exploration,"The most influential tool has to be the wheel, as it helped me see numerous mistakes or areas for improvement. It is a creative way to show the key elements of your team.",33,170,False,False,False,False,False,False,False,,,,,
participant-mq6wl4tc-aa847e,participant-mq6wl4tc-aa847e,blocked_exploration,"As much as I like and praise the wheel, I also feel like it is hard to manage with it at first glance. It's way of displaying is daunting and confusing at first. It's initial explanation is fine, but I feel as though it could've been explained more thoroughly.",49,260,False,False,True,False,True,False,False,,,,,
participant-mq6wl4tc-aa847e,participant-mq6wl4tc-aa847e,changed_normal_planning,"I would usually leave out or forget to account for team synergy and key aspects of the characters. This tool helped me take all of that into account, making my builds synergize much more.",34,187,False,False,False,False,False,False,False,,,,,
participant-mq6wl4tc-aa847e,participant-mq6wl4tc-aa847e,suggested_change,"The visualization is both pleasing and fitting of the genre, but for the sake of easier navigation I would tone down some of the layout and simplify the wheel.",29,159,False,False,False,False,False,False,False,,,,,
participant-mq6wl4tc-aa847e,participant-mq6wl4tc-aa847e,optional_comments,Good luck <3,3,12,False,False,False,False,False,False,False,,,,,
participant-mq6wl4tc-aa847e,participant-mq6wl4tc-aa847e,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq6wl4tc-aa847e,participant-mq6wl4tc-aa847e,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq70m2z5-437293,participant-mq70m2z5-437293,supported_exploration,The visual aspect for sure.,5,27,False,False,False,False,False,False,False,,,,,
participant-mq70m2z5-437293,participant-mq70m2z5-437293,blocked_exploration,I just wished there was more written feedback and sometimes the way of navigating between members can be slightly confusing.,20,124,False,False,False,False,True,False,False,,,,,
participant-mq70m2z5-437293,participant-mq70m2z5-437293,changed_normal_planning,Low key I go based off of vibes so it was definitely helpful.,13,61,False,False,False,False,False,False,False,,,,,
participant-mq70m2z5-437293,participant-mq70m2z5-437293,suggested_change,"I feel like the tool is good for visualizing but I wish there was more feedback, like written feedback about party interactions and stuff",24,137,False,True,False,False,False,False,False,,,,,
participant-mq70m2z5-437293,participant-mq70m2z5-437293,optional_comments,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq70m2z5-437293,participant-mq70m2z5-437293,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq70m2z5-437293,participant-mq70m2z5-437293,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq748vre-54ccf6,participant-mq748vre-54ccf6,supported_exploration,Spell selection was clearly outlined over each level,8,52,False,False,False,False,False,False,False,,,,,
participant-mq748vre-54ccf6,participant-mq748vre-54ccf6,blocked_exploration,Lack of multi-class options.,4,28,False,False,False,False,False,False,False,,,,,
participant-mq748vre-54ccf6,participant-mq748vre-54ccf6,changed_normal_planning,Better visualisation of class abilities.,5,40,False,False,False,False,False,False,False,,,,,
participant-mq748vre-54ccf6,participant-mq748vre-54ccf6,suggested_change,"Ability to add companion specific abilities to a build (eg, Astarion bite).",12,75,False,False,False,False,False,False,False,,,,,
participant-mq748vre-54ccf6,participant-mq748vre-54ccf6,optional_comments,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq748vre-54ccf6,participant-mq748vre-54ccf6,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq748vre-54ccf6,participant-mq748vre-54ccf6,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq74r16t-8b9959,participant-mq74r16t-8b9959,supported_exploration,"The visual of the circle chart was really helpful. I was able to clearly understand what kind of spells the party had most of, which I think will help when it comes to strategizing in-game.",35,189,True,True,True,False,False,False,False,,,,,
participant-mq74r16t-8b9959,participant-mq74r16t-8b9959,blocked_exploration,Nothing felt like it was blocking my creativity.,8,48,False,False,False,False,False,False,False,,,,,
participant-mq74r16t-8b9959,participant-mq74r16t-8b9959,changed_normal_planning,"I normally build as I play and very rarely plan ahead. This was very different for me, but a lot of fun!",22,104,False,False,False,False,False,False,False,,,,,
participant-mq74r16t-8b9959,participant-mq74r16t-8b9959,suggested_change,I would like to know if any spells overlap between the characters. It would also be helpful to have spells that are always prepared greyed out on the spell selector.,30,165,False,False,False,False,False,False,False,,,,,
participant-mq74r16t-8b9959,participant-mq74r16t-8b9959,optional_comments,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq74r16t-8b9959,participant-mq74r16t-8b9959,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq74r16t-8b9959,participant-mq74r16t-8b9959,other_factor,I based each character off of the PCs in the real-life DnD campaign I am currently part of.,18,91,False,False,False,False,False,False,False,,,,,
participant-mq86r5q8-62d0e9,participant-mq86r5q8-62d0e9,supported_exploration,"The building tool is great for showing what your character has access to at different levels, and saving builds you like for a later playthrough",25,144,False,False,False,False,False,False,False,,,,,
participant-mq86r5q8-62d0e9,participant-mq86r5q8-62d0e9,blocked_exploration,"Using this tool it made it harder for me to imagine my character as a real person in a fantasy world, as opposed to a bunch of numbers on a sheet.",31,146,False,False,False,False,False,False,False,,,,,
participant-mq86r5q8-62d0e9,participant-mq86r5q8-62d0e9,changed_normal_planning,"I did not change it much, I already build my characters in a similar way, only using different resources like wikis",21,115,False,False,False,False,False,False,True,,,,,
participant-mq86r5q8-62d0e9,participant-mq86r5q8-62d0e9,suggested_change,"The data visualization did not help me in the slightest. I feel like the way you intend to use certain abilities and how often has such a great effect on their role, that a general visualization can never do it justice. At later levels it also became far to cluttered to have any real use.",55,289,False,False,False,False,False,False,False,,,,,
participant-mq86r5q8-62d0e9,participant-mq86r5q8-62d0e9,optional_comments,"I used the character builder to replicate my current builds, rather than create new ones, so the results might be affected by that.",23,131,False,False,False,False,False,False,False,,,,,
participant-mq86r5q8-62d0e9,participant-mq86r5q8-62d0e9,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq86r5q8-62d0e9,participant-mq86r5q8-62d0e9,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq89l4pr-50d828,participant-mq89l4pr-50d828,supported_exploration,The aggregation circle is the most helpful one for me. It was really nice to see all the abilities in one place and be able to hover over them and compare them.,32,160,True,False,False,False,False,True,False,,,,,
participant-mq89l4pr-50d828,participant-mq89l4pr-50d828,blocked_exploration,"One thing that threw me off is the damage calculation. I am not sure it's done correctly. For example, for the Rogue, when I hover over the sneak attack, both melee and ranged show an average of 3.5 (which correlates to a dice roll between 1-6). But the sneak attack dice should be a 6d6, which I would also expect to give a higher than average damage output because I chose the savage attacker feat in the end (as the description of the feat is: ""When making melee weapon attacks, you roll your damage dice twice and use the highest result"").  I haven't checked the other damage calculations, but comparison becomes difficult if they are not calculated correctly.",118,664,False,False,False,False,False,False,False,,,,,
participant-mq89l4pr-50d828,participant-mq89l4pr-50d828,changed_normal_planning,"I don't think it made things that much more different for me. I generally enjoy having martial or melee classes. I can make an alright sorcerer or warlock build if I want to, but they just don't hit the same ;)",41,210,False,False,False,False,False,False,False,,,,,
participant-mq89l4pr-50d828,participant-mq89l4pr-50d828,suggested_change,"Well, the only thing that threw me off was the damage calculation. I really enjoy the way that the abilities are displayed and the proximity circles are really cleverly made in my opinion (so the self / melee / range). It kind of makes me wonder if I can make a party that only has actions/attacks in the melee range, but I'm a bit short on time. 
I think it would be cool to also be able to see somewhere the average initiative rolls for the party. I think high initiative is quite important in BG3 so I usually try to have at least one or two party members with the alert feat.",113,579,True,True,False,False,False,True,False,,,,,
participant-mq89l4pr-50d828,participant-mq89l4pr-50d828,optional_comments,"It's a bit late to implement, but every time I wanted to double check something about my build or the tool I had to close the survey and my answers wouldn't be saved. It made it a bit difficult to give extensive feedback, but I hope it's still helpful.",49,252,False,False,False,False,False,False,False,,,,,
participant-mq89l4pr-50d828,participant-mq89l4pr-50d828,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq89l4pr-50d828,participant-mq89l4pr-50d828,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq9rrhhc-33dea0,participant-mq9rrhhc-33dea0,supported_exploration,"I really do like the color coding with the circle on the right to get a pretty good idea of what any character is capable of, which I could immediately compare to the rest of the party.",37,185,True,True,False,False,False,True,False,,,,,
participant-mq9rrhhc-33dea0,participant-mq9rrhhc-33dea0,blocked_exploration,"I myself was a bit overwhelmed with the explanation on how to use this tool. Because of that, this tool felt far more complicated than it actually is, at least at the start.",33,173,False,False,True,False,False,False,False,,,,,
participant-mq9rrhhc-33dea0,participant-mq9rrhhc-33dea0,changed_normal_planning,"As opposed to bg3, it helped me get a more clear picture of what my characters could do far more quickly then switching between characters in bg3",27,145,False,False,False,False,False,False,False,,,,,
participant-mq9rrhhc-33dea0,participant-mq9rrhhc-33dea0,suggested_change,"For me, the 16-step tutorial felt a bit overwhelming. I'd probably try to make it a toggle-able function where after pressing it, you could hover with your cursor over the distinct parts of this tool to then get information on how to use it.",44,241,False,False,False,False,False,True,False,,,,,
participant-mq9rrhhc-33dea0,participant-mq9rrhhc-33dea0,optional_comments,"With that all being said, this tool is amazing. I don't think I have ever seen something this polished and visually distinct for bg3 party builders.",26,148,False,True,False,False,False,False,False,,,,,
participant-mq9rrhhc-33dea0,participant-mq9rrhhc-33dea0,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mq9rrhhc-33dea0,participant-mq9rrhhc-33dea0,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mqb4fag6-6ad1d5,participant-mqb4fag6-6ad1d5,supported_exploration,"Its easy visualization of strenghts, skills, and damage elements in graphic form. This helps the player test team synergy, and lets them see to see what skills belong to what class and experiment, creating different teams. The freedom to give a name to your character and build made it feel more personal and fun. Players will more easily remember the parties they want to build in game with this tool.",70,402,False,False,False,False,False,False,False,,,,,
participant-mqb4fag6-6ad1d5,participant-mqb4fag6-6ad1d5,blocked_exploration,"I don't have experience with dnd or Baldur's gate 3 so im not familiar with luck based combat, manipulating with creatures or anything like that so I couldn't understand how what im doing exactly affects my gameplay but that is not the tool's fault. :)",45,252,False,False,True,False,False,False,False,,,,,
participant-mqb4fag6-6ad1d5,participant-mqb4fag6-6ad1d5,changed_normal_planning,"I usually look up character builds on YouTube or ask my friends on how to build characters. If the tool was designed for the games I play i would use it all the time to visualize party synergy, see what i am missing in my team, check what certain enemies do to different characters and vice versa, and the damage I would be doing.",64,330,False,True,False,False,False,False,True,,,,,
participant-mqb4fag6-6ad1d5,participant-mqb4fag6-6ad1d5,suggested_change,"No, I think everything is great! :)",7,35,False,False,False,False,False,False,False,,,,,
participant-mqb4fag6-6ad1d5,participant-mqb4fag6-6ad1d5,optional_comments,,0,0,False,False,False,False,False,False,False,,,,,
participant-mqb4fag6-6ad1d5,participant-mqb4fag6-6ad1d5,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mqb4fag6-6ad1d5,participant-mqb4fag6-6ad1d5,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mqbpu17e-3a95f6,participant-mqbpu17e-3a95f6,supported_exploration,The ease of use and how quickly you can change the character made the exploration enjoyable and thus encouraged me to try different combinations (since it provides quick and direct feedback on the impacts through the wheel).,37,224,False,False,False,False,False,True,False,,,,,
participant-mqbpu17e-3a95f6,participant-mqbpu17e-3a95f6,blocked_exploration,"Nothing specific to the tool inhibited exploration. Existing knowledge of the game made me avoid certain skills, spells and similar if I knew them to be bad or ineffective to such a degree that picking them made the build weaker without contributing much in terms of fun, diversity or roleplay opportunities ( e.g. no amount of exploration and tinkering will make true strike worth picking).",65,391,True,False,False,False,False,True,False,,,,,
participant-mqbpu17e-3a95f6,participant-mqbpu17e-3a95f6,changed_normal_planning,"Usually I would make the characters directly within the game using knowledge from the wiki or my own knowledge, and keep remaking them until I am satisfied. That is much slower (done level by level instead of directly all at once) and provides no direct feedback on the effects of my choices until they are put into practice actually playing the game.",62,351,False,False,False,False,False,False,True,,,,,
participant-mqbpu17e-3a95f6,participant-mqbpu17e-3a95f6,suggested_change,"There are no superfluous features (and none that make the process more difficult), so nothing should be removed. In this case I did not find myself using the build history feature as much, but I can imagine it being useful in some cases and it is non intrusive so I would keep it.",53,280,False,False,False,False,False,False,False,,,,,
participant-mqbpu17e-3a95f6,participant-mqbpu17e-3a95f6,optional_comments,,0,0,False,False,False,False,False,False,False,,,,,
participant-mqbpu17e-3a95f6,participant-mqbpu17e-3a95f6,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mqbpu17e-3a95f6,participant-mqbpu17e-3a95f6,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mqbpu8zh-63581d,participant-mqbpu8zh-63581d,supported_exploration,"I really loved the connection between selecting things such as the damage type and then being able to see in a more detailed way the spells that had it. For example i was trying to copy a character from another game, and i felt it was easier to do so because i could more easily see which spells were psychic necrotic etc.",62,322,False,False,False,False,False,True,False,,,,,
participant-mqbpu8zh-63581d,participant-mqbpu8zh-63581d,blocked_exploration,"I wish items in the build planner had more detailed descriptions. also maybe a list of all damage types or something, because i had to first find the first of the damage type, and only then i could select it to highlight.",42,221,False,False,False,False,False,False,False,,,,,
participant-mqbpu8zh-63581d,participant-mqbpu8zh-63581d,changed_normal_planning,"I really like roleplaying, and i felt it was way easier now to select and filter stuff that i found necessary to the character i was trying to build.",29,149,False,False,False,False,False,True,False,,,,,
participant-mqbpu8zh-63581d,participant-mqbpu8zh-63581d,suggested_change,"Id really like if terms that are more abstract were added to descriptions. like i was trying to build a gothic lovecraftian mad scholar, i wish arms of hadar had  a tag ""eldritch"" or something so that i could quickly find stuff that was relevant to that type of character flavor.",51,279,False,False,False,False,False,True,False,,,,,
participant-mqbpu8zh-63581d,participant-mqbpu8zh-63581d,optional_comments,,0,0,False,False,False,False,False,False,False,,,,,
participant-mqbpu8zh-63581d,participant-mqbpu8zh-63581d,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mqbpu8zh-63581d,participant-mqbpu8zh-63581d,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mqbro0lo-88d5a7,participant-mqbro0lo-88d5a7,supported_exploration,"i found the data circle really insightful, as i eel like you lose the sense of coverage in normal game. like i can hover over an ability and se ah these 2 are psychic, but it wont register in my brain like it did here that  ""oh snap, there are actually so little psychic abilities for the wizard, i have to try some other build"". for example, I also really dont often think about like aoe spread. in actual gameplay, i feel like i make my life harder because i pick aoe abilities because i just think they are cool, and i dont look at if they're aoe or single target and then i regret my life because i make a chunk of the floor be damaging to me as well as the enemy, but  then i also have msotly meelee charachters that now just cannot engage in meanigful combat. this tool allowed me to more easily then see like, ah, in the aggregate view, i have a lot meelee guys, but also a lot of area damage, lets change that so i have long range, or less area damage.",190,960,True,True,False,False,False,True,False,,,,,
participant-mqbro0lo-88d5a7,participant-mqbro0lo-88d5a7,blocked_exploration,"Equipment is a big part of it, i wish i had equipment that i could evaluate, because i find myself often making builds in accordance to the outfit and its abilities.  Like i googled it myself, some things that i knew relate dto what i wanted to. but i feel that i would explore even more if i had a list of possible equpment choices for certain builds. i also wish that icons in agregate view indicated where they come from.",81,424,False,False,False,False,False,True,True,,,,,
participant-mqbro0lo-88d5a7,participant-mqbro0lo-88d5a7,changed_normal_planning,"I usually only look at guides, this felt like i had my plans in my own hands, and i didn't feel pushed to google the highest damage magic missile build. i felt as if ti shifted my perspective from lets do highest magic missile build to lets see how force builds perform.",52,270,False,False,False,False,False,False,True,,,,,
participant-mqbro0lo-88d5a7,participant-mqbro0lo-88d5a7,suggested_change,"It might bee too cluttered but i feel like id want the visualisation to also show me what am i missing, or some other part, like what damage types am i not covering or what utility roles am i not covering. it works for range because all the possibilies you can see are always clearly there but for damage types and roles i do not know what should be there. yknow.",71,363,True,True,False,False,False,False,False,,,,,
participant-mqbro0lo-88d5a7,participant-mqbro0lo-88d5a7,optional_comments,,0,0,False,False,False,False,False,False,False,,,,,
participant-mqbro0lo-88d5a7,participant-mqbro0lo-88d5a7,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mqbro0lo-88d5a7,participant-mqbro0lo-88d5a7,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mqbsmuwn-832271,participant-mqbsmuwn-832271,supported_exploration,The most useful part for me as I was mostlz focusing on combat optimisation is easily sorting throuh damage types and ranges (the highlight feature) and easily seeing which spells are concentration spells so as to not put too many on one character. Also seeing the spread of damage types across the whole party helps diversify the damage types (or do the opposite and focus on one if I know im preparing for a specific zone or enocunter).,78,438,True,True,False,False,False,False,False,,,,,
participant-mqbsmuwn-832271,participant-mqbsmuwn-832271,blocked_exploration,No part of the tool felt like it was 'blocking' exploration. Because of how quick you can change a character I did not use the history feature much (rather than digging through the history I just go and change back whatever I need). I could see it being useful in a very long session or if I pause for a long time and have to remind myself what I was doing.,71,357,False,False,False,False,False,True,False,,,,,
participant-mqbsmuwn-832271,participant-mqbsmuwn-832271,changed_normal_planning,"I dont usually use third party software as Im familiar enough with the game to not feel the need for one. This was nice as e.g. if I have some ideas for characters that I want to build and have somewhere without needing to use them in the game immediately (as in game you cannot have 'reserve' builds, you build a character and have to play with it), this is a nice 'idea storage'.",74,381,False,True,False,False,False,False,False,,,,,
participant-mqbsmuwn-832271,participant-mqbsmuwn-832271,suggested_change,Adding multiclassing would be nice as it is a feature in-game.,11,62,False,False,False,False,False,False,False,,,,,
participant-mqbsmuwn-832271,participant-mqbsmuwn-832271,optional_comments,,0,0,False,False,False,False,False,False,False,,,,,
participant-mqbsmuwn-832271,participant-mqbsmuwn-832271,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mqbsmuwn-832271,participant-mqbsmuwn-832271,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
participant-mqbtnitc-2035a0,participant-mqbtnitc-2035a0,supported_exploration,"I really loved that it was all connected in a circle, usually I use data visualizations for WOW and i find it difficult sometimes to take into account, mentally (comprehend them as a union of things rather than separate charts) separate charts. I felt like its circluar structure made it really easy to understand and compare, since it was easy to get used to and understand when you got the feel for it.",73,404,True,False,True,False,False,True,False,,,,,
participant-mqbtnitc-2035a0,participant-mqbtnitc-2035a0,blocked_exploration,"I'm new to the game, i wish there were more detailed descriptions in the build planner. i liked that the circle was mostly overview but i really wanted richer information in the build planner. I found myself going to wikis a lot, which was  a good thing i guess because i had fun and learned a lot about the game, so i guess id like there to my wiki hyperlinks next to some elements.",74,383,True,False,False,False,False,False,True,,,,,
participant-mqbtnitc-2035a0,participant-mqbtnitc-2035a0,changed_normal_planning,"i felt it was easier to compare between build more than I am used to (I mostly use tools for WoW). its hard to get used to barcharts for this then in the there window is this, now compare each build. this way i feel as its connected, and takes the least amount of effort from me once i get a hold of how it works. i also like that the layers were similar with the percentiles.",77,376,False,False,False,False,True,True,False,,,,,
participant-mqbtnitc-2035a0,participant-mqbtnitc-2035a0,suggested_change,"maybe custom notes in the process view, so i can customize my experience even further as i play the game. i could take note of equipment quests etc and like write who did good where or elements of the build that weren't good that i should change. like to give an explanation of why this build in the process wasnt working, for my self.",64,335,False,False,True,False,False,False,False,,,,,
participant-mqbtnitc-2035a0,participant-mqbtnitc-2035a0,optional_comments,,0,0,False,False,False,False,False,False,False,,,,,
participant-mqbtnitc-2035a0,participant-mqbtnitc-2035a0,visualization_observation,,0,0,False,False,False,False,False,False,False,,,,,
participant-mqbtnitc-2035a0,participant-mqbtnitc-2035a0,other_factor,,0,0,False,False,False,False,False,False,False,,,,,
